TransactionID,Date,Hour,CustomerID,Item,Category,Price,Quantity,Discount,Promotion,PaymentMethod,Weather,Cost
3084fee4-e376-43cb-a19c-e703e06504b0,2023-07-03,21,e010e57f-72be-4fb6-be66-c77ecc297b64,cookies,snacks,14.4,1,0,Buy One Get One Free,cash,cloudy,10.93
26343549-c972-478d-89c8-0356078367de,2023-08-30,16,4c9040d1-7635-4a1d-8d2e-8a8136aef421,fish,seafood,8.07,2,0,Free Gift with Purchase,card,sunny,6.2
26343549-c972-478d-89c8-0356078367de,2023-08-30,16,4c9040d1-7635-4a1d-8d2e-8a8136aef421,ice cream,dairy,12.86,2,0,Buy One Get One Free,card,sunny,8.21
6cf62acd-b409-4ffa-9c9f-8337be6c8d56,2023-10-13,20,1af911da-fa52-4431-95d5-3f34ceac4936,cookies,snacks,14.4,1,0,20% Off Entire Purchase,card,stormy,10.15
75c5def4-c6d6-4a32-b3e3-3dc1f28b7305,2023-06-23,19,8e006e6e-487c-46c7-be3e-970fbac5febe,apples,produce,10.47,1,0,Loyalty Rewards Points,card,stormy,6.98
e6cfc01d-f4ad-4589-8d5c-4785647cac5e,2023-06-04,17,12793525-459f-4107-936b-723b95dcb4eb,rice,grains,1.37,1,0,Free Gift with Purchase,cash,cloudy,1.05
e6b85305-f9a8-4148-b001-fedf5104804e,2024-04-12,17,df6740dd-8edc-4901-943c-1eb2d2998638,grapes,produce,2.22,2,0,20% Off Entire Purchase,card,stormy,1.5
e6b85305-f9a8-4148-b001-fedf5104804e,2024-04-12,17,df6740dd-8edc-4901-943c-1eb2d2998638,milk,dairy,4.85,2,0,Buy One Get One Free,card,stormy,3.06
80b707bb-9d8d-4a87-a24d-a7a9922e9e06,2023-11-07,10,39ed8f4f-e937-402d-be3d-27c0139d64c7,milk,dairy,4.85,1,0,Free Gift with Purchase,cash,sunny,3.4
7be41b74-60c9-4493-9def-e8924040952e,2023-07-27,12,d595fd50-6289-40f2-9265-f4985421cd6c,ice cream,dairy,12.86,1,0,Loyalty Rewards Points,card,cloudy,9.13
06805f93-1868-40ab-915e-c0bd68b05998,2023-06-19,21,c570d45e-498d-4c7e-a796-11c9e9b135ba,bananas,produce,13.49,1,0,Loyalty Rewards Points,cash,stormy,8.68
2fcf3f09-e905-4712-8a65-28fc049f6e05,2023-09-28,15,a82239c1-d1c1-4632-aff2-fdc7d8a49d11,tea,beverage,3.18,1,0,Buy One Get One Free,card,stormy,2.03
1aac8008-fd81-476a-8e94-441b03286305,2024-03-05,15,a6cfca36-19cd-4400-82d4-43bf6ed5f5ca,cheese,dairy,4.12,1,0,20% Off Entire Purchase,cash,rainy,2.74
e1dd5396-59a7-4e5c-88e2-e719f2e13384,2024-01-01,11,b91709e5-c3e3-419c-abf7-fb469fcf5c64,cereal,grains,10.1,1,0,Buy One Get One Free,cash,stormy,6.72
fe22486e-4c1f-41f0-8c1f-fc9c6477330f,2024-02-06,21,11b8b6c5-5d33-4f09-a8cc-52dbd5b32cf9,onions,produce,9.25,2,0,Buy One Get One Free,card,sunny,5.85
fe22486e-4c1f-41f0-8c1f-fc9c6477330f,2024-02-06,21,11b8b6c5-5d33-4f09-a8cc-52dbd5b32cf9,chocolate,snacks,2.3,2,0,Loyalty Rewards Points,cash,sunny,1.5
4559801e-5a7a-4e6b-8071-536698402e97,2023-08-30,12,463082ea-efcb-496b-b2ad-82029e43a60f,apples,produce,10.47,1,0,Loyalty Rewards Points,cash,stormy,7.15
56a87c4b-c73e-4ea1-8951-e4e5870f1da6,2024-02-13,21,eb7f8c8d-dc1f-4832-bc7c-32e1cc31817c,coffee,beverage,5.76,1,0,Loyalty Rewards Points,card,stormy,4.4
31893625-5ccf-472f-9304-0ec7a46c2efa,2023-07-28,12,2948b350-c42a-466c-b55d-a5624809b606,butter,dairy,1.35,1,0,Buy One Get One Free,cash,rainy,0.96
6f491e60-329c-487f-b902-4d79708b7655,2024-03-31,9,3655d104-6fbb-4803-88f6-5c0aca04e227,potatoes,produce,4.09,1,0,20% Off Entire Purchase,card,sunny,3.1
a43815f4-48de-43ed-8b1f-f7615d926864,2023-10-30,17,b5e638fb-93de-4e00-8e88-06580c4777df,milk,dairy,4.85,1,0,20% Off Entire Purchase,cash,sunny,3.46
aab7e34a-f589-4b5a-836a-738472ee9aa4,2024-01-28,10,11133a27-3caa-4295-bee3-815fadf8f6ca,butter,dairy,1.35,1,0,Loyalty Rewards Points,cash,cloudy,0.97
854f22dd-4103-4551-bb46-4947099c0682,2023-08-26,13,0c6d9944-08ec-4ede-9f8d-eb4644632f8e,pork,meat,4.06,1,0,Loyalty Rewards Points,card,cloudy,2.69
0e3be29d-b360-4aa5-b23a-c6c475da61f7,2024-03-18,19,8b8aa93a-b6cc-4010-814a-676793be2de1,pizza,frozen,9.45,1,0,Buy One Get One Free,card,rainy,6.95
f312effe-5383-4b70-a3a5-61744e74c5d4,2023-10-31,16,9c4bc1c7-4af5-404c-8ba9-0964eab43fb6,bananas,produce,13.49,2,0,Free Gift with Purchase,card,sunny,9.0
f312effe-5383-4b70-a3a5-61744e74c5d4,2023-10-31,16,9c4bc1c7-4af5-404c-8ba9-0964eab43fb6,potatoes,produce,4.09,2,0,Free Gift with Purchase,cash,sunny,3.08
5e1e80a4-581e-4698-ae42-148ce5618216,2023-12-20,11,f7fd0ea2-650a-4bbc-b6bf-92af7db81321,coffee,beverage,5.76,1,0,Buy One Get One Free,cash,stormy,3.87
4c19ae86-6485-400d-a183-8a5f4e0b4c29,2024-01-28,19,c9801d7f-fe10-4563-b584-a942268912f0,eggs,dairy,11.31,1,0,Buy One Get One Free,card,sunny,7.54
7fc607ee-f9b8-4f6f-b6ab-c962f305c77d,2024-02-23,13,a274d58f-846f-4ef3-a391-749d2cd0f974,coffee,beverage,5.76,1,0,Free Gift with Purchase,cash,rainy,3.91
d3b478e2-6cf5-4ead-896d-23bb8cd1c6f2,2023-10-23,13,4fd2d8db-e2a3-427a-81b2-ea979ecee73d,pasta,grains,3.78,2,0,Buy One Get One Free,cash,sunny,2.53
d3b478e2-6cf5-4ead-896d-23bb8cd1c6f2,2023-10-23,13,4fd2d8db-e2a3-427a-81b2-ea979ecee73d,chocolate,snacks,2.3,2,0,Free Gift with Purchase,card,sunny,1.7
bb4f3faf-f452-4a6c-818f-021b0d831695,2024-04-10,20,c0907a21-b478-48e7-81f8-03b41b409318,pasta,grains,3.78,1,0,Buy One Get One Free,card,stormy,2.68
7d365bb9-533f-4a69-8c38-07a614fb726e,2023-06-15,20,8bbde28d-35fd-4bcf-9c4e-91a6cfe65322,chocolate,snacks,2.3,1,0,20% Off Entire Purchase,cash,cloudy,1.57
31de33af-2d29-42e0-9b15-3499f50068e1,2024-05-09,11,459d04bf-c077-45c9-b6eb-4a67546f1495,ice cream,dairy,12.86,1,0,Buy One Get One Free,cash,sunny,9.78
57d78a66-1979-4f14-bae6-b10f6208b948,2024-03-11,12,32dc4b88-7f9c-4060-9734-e05c5f5ac5a8,fish,seafood,8.07,1,0,Loyalty Rewards Points,card,cloudy,5.97
4c72d60e-ccde-4e36-83ff-10ff98825050,2023-09-01,12,996669cf-6daa-4f2f-8697-b016c6ab3539,chips,snacks,5.71,1,0,Loyalty Rewards Points,card,cloudy,3.74
50b3ed44-3baa-4c2a-881c-3cc56c969bbf,2023-11-27,11,28e84d13-ff18-4b7b-b262-b9af8c9385d5,pasta,grains,3.78,1,0,20% Off Entire Purchase,cash,rainy,2.81
8054f743-c4ec-4ab1-af95-12fe8170e413,2024-05-23,11,9b66f522-98e9-4981-9b29-4856a10b2a2d,butter,dairy,1.35,1,0,20% Off Entire Purchase,card,sunny,1.01
f7b05dd3-115e-431f-b012-faed045ebb95,2024-02-03,16,c133f908-ec9a-4e8f-aaa3-2897e77f4dac,chips,snacks,5.71,1,0,20% Off Entire Purchase,card,rainy,4.29
48e2c807-f01f-4e18-ae83-c1e13f5c6fe8,2024-05-19,19,b64ab125-0892-42a8-95c5-3169179a0d37,chicken,meat,6.91,1,0,Free Gift with Purchase,cash,cloudy,5.19
8efd1850-4ad3-482b-b221-b1fc19d60d56,2024-03-11,19,7d31448b-b865-494e-85b4-fdc207147983,chocolate,snacks,2.3,1,0,Buy One Get One Free,card,stormy,1.62
213483e1-2dc6-4b98-a49a-32ae87a2e644,2023-10-05,13,6209c6e0-abce-4019-9ba8-4d7c2f8f6fbd,chicken,meat,6.91,1,0,Loyalty Rewards Points,cash,cloudy,4.39
0af43946-1957-4a6e-afb4-cdda8729a8ec,2023-12-17,20,c28b037c-76af-41b0-8fee-60dc98aef4af,potatoes,produce,4.09,1,0,20% Off Entire Purchase,cash,rainy,2.64
51c01997-3df3-4010-9c53-c3607d7c0b2d,2023-12-01,9,b8cad533-0270-4017-ae0b-856f966edf50,pizza,frozen,9.45,2,0,20% Off Entire Purchase,cash,stormy,6.67
51c01997-3df3-4010-9c53-c3607d7c0b2d,2023-12-01,9,b8cad533-0270-4017-ae0b-856f966edf50,chips,snacks,5.71,2,0,Free Gift with Purchase,cash,stormy,3.94
793090a6-daae-41c1-9016-6c7c93b1d840,2024-02-16,19,79b800cb-f193-4885-b3cd-6eb74180deb6,beef,meat,1.42,1,0,Loyalty Rewards Points,cash,sunny,1.0
1891a593-aaaa-4953-b9c5-c578d930ac29,2023-11-28,15,2803dea7-76d2-4235-9fa4-90f718807771,bananas,produce,13.49,1,0,Loyalty Rewards Points,card,rainy,9.29
53bdde4a-0ef0-4b79-b7c6-59a915333be7,2023-09-26,18,10c2b779-bffa-4e8f-97fc-d36d88d2bd64,chocolate,snacks,2.3,1,0,Free Gift with Purchase,card,rainy,1.45
d8a690c1-8831-4327-b6fb-1a2322020a9f,2024-05-18,15,30c04eeb-11e5-4a05-a1cc-1e077d084fdb,cereal,grains,10.1,1,0,Loyalty Rewards Points,card,rainy,7.32
8f99691e-2587-4263-a4f5-757afb9562df,2023-12-10,19,ece9193a-c3a9-4816-af0a-1a3d68a5d7fc,soda,beverage,10.77,1,0,Free Gift with Purchase,card,sunny,7.74
10d55351-c515-4085-b196-ce0819d071dc,2023-11-25,21,09e996c1-b74d-4501-8bfb-cf0557b1f4ae,grapes,produce,2.22,1,0,20% Off Entire Purchase,card,cloudy,1.65
2b72451d-6321-4eb3-97dc-3f1f53923add,2024-05-16,9,b37f2e50-e3c5-487c-b542-64719908b5ee,carrots,produce,1.09,1,0,Buy One Get One Free,cash,cloudy,0.82
c95f9054-84a0-401f-9a52-794f037f46e1,2023-08-17,15,cacfe916-5089-4dd0-9fcf-1b394321963f,rice,grains,1.37,1,0,20% Off Entire Purchase,card,cloudy,0.96
d20ba7d1-579f-404b-ab2f-7f7e5312c37d,2024-02-17,19,16abb039-ff63-43c0-95b6-7ca0c0ce9a20,yogurt,dairy,2.35,1,0,Buy One Get One Free,cash,sunny,1.73
48e93655-5a3e-4c53-aab8-43d93d4b8d68,2024-01-09,12,049d3ad3-ff47-4819-80bb-2693dc860127,coffee,beverage,5.76,1,0,Buy One Get One Free,card,cloudy,4.05
4a70d313-fa1a-43c2-bdcb-286ee7494cee,2023-12-24,10,6743d76d-4b41-431b-aa56-afb92d96e2a9,cereal,grains,10.1,2,0,Free Gift with Purchase,cash,stormy,7.11
4a70d313-fa1a-43c2-bdcb-286ee7494cee,2023-12-24,10,6743d76d-4b41-431b-aa56-afb92d96e2a9,soda,beverage,10.77,2,0,Loyalty Rewards Points,cash,stormy,7.71
7b80a8b8-aeeb-4ad8-b5e4-78ff44ad1b11,2024-01-25,11,dcdd8f8d-4982-40f3-b232-dcf0be519103,cookies,snacks,14.4,1,0,Free Gift with Purchase,cash,stormy,9.57
153bc113-5fea-46b9-850b-2033d7a5eb64,2024-03-02,19,ebe8ed64-2101-4eb2-a142-db292a89bd3c,milk,dairy,4.85,1,0,20% Off Entire Purchase,cash,cloudy,3.54
89894032-3161-4470-8a29-996cc2075b9d,2023-10-30,14,b14aa4b7-b2af-4b8f-8989-9d88b14ffee2,milk,dairy,4.85,1,0,20% Off Entire Purchase,cash,rainy,3.15
43c3f9d4-54a6-4607-b3a3-5504134fe553,2023-10-09,20,2c82e410-2c68-403e-a2ec-6c9bf438f90e,milk,dairy,4.85,1,0,Free Gift with Purchase,cash,cloudy,3.34
08a7ddf4-3eed-4e88-8082-202c7b78eb33,2023-08-08,15,e52ff885-e8de-4dbf-b13b-76f4e6787fcf,pasta,grains,3.78,1,0,Buy One Get One Free,cash,sunny,2.59
bd471e6f-a148-441a-948a-caac75d37865,2024-02-01,16,5a4666b8-85d6-46dd-a14a-c36f66ddda3a,beef,meat,1.42,1,0,Loyalty Rewards Points,card,sunny,1.04
d128448e-2230-4626-befc-9530234077b0,2023-12-28,16,478cc428-623d-4340-9835-39dfabd29faa,tomatoes,produce,8.63,1,0,Free Gift with Purchase,cash,cloudy,5.47
c2f35c04-ce6b-4493-aa71-abcee34f73ea,2024-02-03,20,1abaf432-65e0-48a6-a320-c8aa4250f114,pizza,frozen,9.45,1,0,Buy One Get One Free,cash,cloudy,6.12
c9526bcd-a9be-4dcb-99bc-8e1c769ca15a,2024-05-18,18,96c182e9-9710-41a2-9d7f-d416ec2e4c5b,pasta,grains,3.78,2,0,20% Off Entire Purchase,card,sunny,2.84
c9526bcd-a9be-4dcb-99bc-8e1c769ca15a,2024-05-18,18,96c182e9-9710-41a2-9d7f-d416ec2e4c5b,eggs,dairy,11.31,2,0,Free Gift with Purchase,card,sunny,7.54
e848dfad-7116-4f19-a79c-dec6e2a49780,2024-03-05,16,89eb41c2-4c86-4d75-b9a4-f6472db941d7,ice cream,dairy,12.86,1,0,Loyalty Rewards Points,cash,rainy,8.78
5fb398b9-f0ac-48b6-b23e-cfb885243bc4,2024-01-18,10,f7be8da6-7899-4f24-b847-d6bc64bb19ae,onions,produce,9.25,2,0,Free Gift with Purchase,card,stormy,7.12
5fb398b9-f0ac-48b6-b23e-cfb885243bc4,2024-01-18,10,f7be8da6-7899-4f24-b847-d6bc64bb19ae,butter,dairy,1.35,2,0,Buy One Get One Free,card,stormy,0.97
4dba8671-76c6-4c40-aaba-bb15d138021b,2023-07-27,12,53021dd3-c843-43f8-aea9-d1fae7b87b6a,carrots,produce,1.09,1,0,20% Off Entire Purchase,cash,cloudy,0.71
f89066e6-3dd1-45b6-a667-866140564c60,2024-03-23,19,aa72119b-836f-4c57-954c-1ecfa6eb5f3d,bananas,produce,13.49,1,0,Free Gift with Purchase,cash,sunny,9.38
069cce69-ebc3-4d24-8321-ce9cff79e9da,2023-07-07,11,7c6d6b9b-42dd-443f-be9c-9817e922c18d,apples,produce,10.47,1,0,Buy One Get One Free,card,sunny,8.01
6f7211e3-35b6-427e-a4a2-894088f0d4fc,2024-04-09,13,1acf1adf-7a07-4d37-bca6-1265c105e7f0,coffee,beverage,5.76,1,0,20% Off Entire Purchase,card,stormy,3.79
9f294c09-3b5c-447f-953a-844f32c1c271,2024-01-28,20,7e8c5d66-26bf-4966-b07b-cde505a43679,carrots,produce,1.09,1,0,Buy One Get One Free,cash,rainy,0.81
eba3dddd-292b-4a7b-a4da-ea81e214163d,2024-02-13,17,2dee9775-6d97-4eaf-82d5-b05fded255aa,milk,dairy,4.85,1,0,Free Gift with Purchase,card,stormy,3.4
c7dd6e3b-2c0e-4eb3-8b6f-d6f079472f4c,2024-05-14,15,abaf3516-0322-4ed6-9d29-7aa10c507f73,fish,seafood,8.07,2,0,Loyalty Rewards Points,card,stormy,6.09
c7dd6e3b-2c0e-4eb3-8b6f-d6f079472f4c,2024-05-14,15,abaf3516-0322-4ed6-9d29-7aa10c507f73,orange juice,beverage,12.28,2,0,Free Gift with Purchase,cash,stormy,8.49
f7032723-ba5f-441b-8a4b-f21866dcd3a1,2023-07-03,16,147e5c38-055f-4fc3-92c6-5b84b2460d1c,lettuce,produce,12.33,1,0,20% Off Entire Purchase,card,stormy,8.23
e8f3669d-fc47-4509-ae33-0580b71a2222,2024-01-16,13,1a23c35f-38bb-4c61-8f67-b25ced83760a,cereal,grains,10.1,1,0,Loyalty Rewards Points,cash,stormy,7.17
ae241809-506d-4b30-b59a-e93e3a195d95,2023-08-08,9,11999cd1-b41b-4338-9770-74e942ada6e1,apples,produce,10.47,1,0,Free Gift with Purchase,cash,stormy,7.31
588c0a7d-4a98-4912-a1ff-053c6c36ff3d,2023-06-05,14,05f140ed-f77b-486d-b03f-9e309786b8e8,coffee,beverage,5.76,1,0,Buy One Get One Free,card,rainy,4.34
4f7b9a35-8b03-4f62-9893-1608d66da3c9,2024-02-12,10,a6715748-4923-4227-a3c4-2ad73f558af9,tomatoes,produce,8.63,1,0,20% Off Entire Purchase,cash,cloudy,6.11
372e79c2-31b7-4861-aed6-5fba462d1b9f,2023-08-12,19,aaf2f3f4-4362-450d-bcc4-a0df98097308,bread,bakery,9.95,1,0,20% Off Entire Purchase,cash,stormy,6.4
827c0688-15ae-4454-b0f0-62a1a68384a9,2023-07-10,20,908030cb-5831-44ee-8c7e-694f0e874305,lettuce,produce,12.33,1,0,Free Gift with Purchase,cash,cloudy,8.4
3c0cd831-cad6-4764-9cc7-a3cd3852ad79,2024-04-04,20,02dd53df-c262-42b7-9928-7d0b1451c01c,cereal,grains,10.1,1,0,Free Gift with Purchase,card,rainy,6.75
b52c4e39-a7d6-4539-994a-dfcfdf00dcb9,2024-04-30,10,5ad102bf-1029-4a0c-9469-a639187350d5,tea,beverage,3.18,1,0,20% Off Entire Purchase,card,cloudy,2.24
e3f1f054-f58f-42f8-a709-5d2faf714a37,2024-01-15,12,8b6d8d91-5ec4-4d15-84c8-314478b87303,lettuce,produce,12.33,1,0,Free Gift with Purchase,card,stormy,9.45
4d5f5821-abac-4bb3-a6cc-1854a1493d7f,2023-07-12,12,b8ec240b-2e12-4fb5-abcf-57190b969c95,apples,produce,10.47,1,0,20% Off Entire Purchase,cash,rainy,7.04
00161f92-af27-4887-8903-4a6ea90b8d14,2023-10-25,9,1ea93b44-1555-40b2-9cfa-5e4781eed74d,coffee,beverage,5.76,1,0,Loyalty Rewards Points,card,sunny,4.39
2bd28dbb-66c0-42c9-a47c-8885405cd79b,2023-12-31,9,34d2bc03-8724-4ef1-9146-55811fa59d0f,cereal,grains,10.1,1,0,Buy One Get One Free,cash,rainy,6.84
f5c15112-b632-4c81-b369-ece1dde8b050,2023-12-25,16,204754cf-68fe-4a18-8793-a86bb29f6bb9,rice,grains,1.37,1,0,Buy One Get One Free,card,sunny,0.96
4ae66600-607f-4b3c-9136-650ad10afba6,2023-10-31,11,a4275dda-832e-4e10-b8aa-233c088d209b,grapes,produce,2.22,2,0,Loyalty Rewards Points,card,rainy,1.57
4ae66600-607f-4b3c-9136-650ad10afba6,2023-10-31,11,a4275dda-832e-4e10-b8aa-233c088d209b,cheese,dairy,4.12,2,0,Loyalty Rewards Points,cash,rainy,3.04
4da9488e-94e2-4cd9-95ad-a17ddf9bfe69,2024-05-25,16,df5f9522-7db3-4837-b623-65fff9c3ab24,pasta,grains,3.78,1,0,Buy One Get One Free,card,rainy,2.54
6763d77b-31c5-4bd4-a30d-50c37e156edd,2023-12-13,21,095edf72-6877-4ff0-9dc7-72d3256af651,chicken,meat,6.91,1,0,20% Off Entire Purchase,card,cloudy,4.99
d98b72b9-770c-45c7-8658-419ff5f22f77,2024-04-11,11,ed5660e1-bc1e-4062-ae07-f336716c999c,pasta,grains,3.78,1,0,Loyalty Rewards Points,cash,sunny,2.62
bba745f2-9eff-4190-9b12-94fb47b969b8,2023-11-23,9,db7915a4-1df3-41a8-805f-eb2c28c68237,beef,meat,1.42,1,0,Loyalty Rewards Points,card,cloudy,1.03
f724691b-2501-4a0d-832d-52ec60bc806c,2023-11-17,19,e6fa32d1-955d-4fac-9747-6cc1e256233e,chips,snacks,5.71,1,0,20% Off Entire Purchase,cash,cloudy,4.23
fdc0dfda-ffc0-4491-9d16-7404a5b9fe59,2024-03-23,10,4f9b1933-7ed5-4d08-8a4e-214721394a7c,pizza,frozen,9.45,1,0,20% Off Entire Purchase,card,cloudy,6.3
08a45ad6-18ce-465c-bf67-e33a8827a459,2024-04-25,9,e39edcb3-b376-4cfa-811a-0c0c20475e2c,carrots,produce,1.09,1,0,Free Gift with Purchase,cash,cloudy,0.8
d6e82b4d-0ac2-408b-b974-b851d0e8f0a5,2023-06-24,10,b299f76d-8358-4855-8c7b-7da56a61bbc0,coffee,beverage,5.76,1,0,Free Gift with Purchase,cash,stormy,3.95
ce8de702-f155-408f-849c-04f10d5c3253,2024-01-03,16,e48042ce-73db-44dc-9513-6819df53e5fa,ice cream,dairy,12.86,1,0,Free Gift with Purchase,cash,sunny,8.88
f3565687-42dc-490a-9bb8-76daee7d59b6,2023-06-06,9,a7d48057-aba3-4c9a-9072-1b79e4710f8b,soda,beverage,10.77,1,0,Buy One Get One Free,cash,sunny,8.05
58a511e7-c12f-4900-ab02-cfd3b4ab82b3,2024-03-05,18,5c55d399-ce62-402c-bd3d-571677e5f4b3,apples,produce,10.47,1,0,Loyalty Rewards Points,cash,sunny,7.29
de5ff979-dee7-41cc-a3a4-507151402755,2023-09-21,11,28c05a2c-c0ff-4b5f-845c-8dd7d6319f7f,tomatoes,produce,8.63,1,0,Loyalty Rewards Points,cash,stormy,6.61
4b373f69-4c8c-4b50-81cc-a554acc83897,2023-06-24,15,83ccf206-d80a-4a3c-97c3-dae03e73b9de,cheese,dairy,4.12,1,0,Free Gift with Purchase,cash,rainy,3.09
cde27bad-887b-413c-b30e-9cfb113519d2,2024-02-15,20,bd5a3b08-6afc-469f-8351-ad4e36f34162,rice,grains,1.37,1,0,Buy One Get One Free,cash,stormy,1.02
0a29fa36-4a29-4b58-bd63-466aae0546d3,2024-01-24,10,2590045f-0fec-48ff-acef-ee88f095ecf9,cheese,dairy,4.12,1,0,Loyalty Rewards Points,card,rainy,3.16
ca9e2830-3949-4126-bb3d-273ae31a552a,2023-08-19,19,a4c45252-c455-4054-92b5-529da15c57e9,bananas,produce,13.49,1,0,Loyalty Rewards Points,cash,stormy,9.48
80132e97-4262-4a3a-925d-b25abf9704dc,2023-07-17,21,06ce4323-92aa-4304-af4c-1bd7b8c57b07,onions,produce,9.25,1,0,Free Gift with Purchase,cash,sunny,6.0
65d5b7a8-0884-4cc8-8cfc-3a8267cf9108,2024-02-13,20,b549d1af-7e35-4aa2-a069-ee6fc8e6c240,orange juice,beverage,12.28,2,0,20% Off Entire Purchase,cash,stormy,9.11
65d5b7a8-0884-4cc8-8cfc-3a8267cf9108,2024-02-13,20,b549d1af-7e35-4aa2-a069-ee6fc8e6c240,carrots,produce,1.09,2,0,Loyalty Rewards Points,card,stormy,0.77
8a4d6bb5-2f53-4fd0-a23f-d6eb9e466f98,2024-02-10,12,c4a0408d-5ea4-4474-ac6c-ddbe5e2e624e,cheese,dairy,4.12,1,0,20% Off Entire Purchase,cash,sunny,2.97
644d9a57-75ce-498a-9abd-a557e07652e1,2024-02-14,20,a41bcbde-f29e-47a9-86cd-b45eaeac8b5e,chicken,meat,6.91,1,0,Loyalty Rewards Points,cash,rainy,4.76
f349e4e8-00f8-4d6f-8934-5cc9806da95b,2023-11-08,12,cbfd085a-1116-49ea-ad6d-7545e380b08c,rice,grains,1.37,1,0,20% Off Entire Purchase,card,stormy,0.9
dad4802d-d06b-4a19-ba78-a76487731a77,2023-07-27,13,1dcf785c-34a7-4e07-97a8-f847e013dae7,chips,snacks,5.71,1,0,Buy One Get One Free,cash,stormy,4.0
dc86624d-7580-4dae-bd29-fdb6f5929aae,2024-04-12,20,7038630c-b6d2-4f81-b0ad-ef896dcdf6dc,lettuce,produce,12.33,1,0,Loyalty Rewards Points,card,rainy,9.49
0c0bc582-6015-4e86-85d6-7c61e3c1362b,2024-01-16,16,ea652d1d-d658-4ee4-9447-568404b38422,onions,produce,9.25,1,0,Loyalty Rewards Points,cash,stormy,6.82
8435e55a-c1a6-4fda-be50-c2ea9840528e,2024-03-08,14,320eb118-d8f4-4d57-be16-c702e55593d0,grapes,produce,2.22,1,0,20% Off Entire Purchase,cash,cloudy,1.58
cc99cd37-c978-43c3-818b-0627b037e94f,2024-05-22,9,2722d15c-5653-460e-a775-02b81609aff7,coffee,beverage,5.76,1,0,Loyalty Rewards Points,cash,rainy,4.37
e6db962c-6f62-464b-b9dc-1e938b2d327c,2024-05-08,19,67076e0c-ded2-4fa2-9fab-1375661f52dd,butter,dairy,1.35,1,0,Free Gift with Purchase,card,cloudy,0.87
